,Homeowner,Number_of_Children,Income,Gender,Wealth,Avg_Home_Value,Median_Family_Income,Average_Family_Income,Number_of_Promotions,Lifetime_Gifts_TD,Max_Gifts_TD,Recent_Gift,Months_Since_Last_Donation,Timelag,Avg_Gift,Donor,Donation_Amt,Percent_Donation
1529,1,1,4,0,7,3837,648,719,63,139.0,40.0,40.0,22,11,19.85714286,1,40.0,5.563282336578582
1530,1,1,2,0,5,882,382,397,75,97.0,5.0,5.0,30,7,3.592592593,1,3.0,0.7556675062972292
1531,1,1,3,1,8,678,311,341,51,70.0,20.0,20.0,37,18,8.75,1,20.0,5.865102639296188
1535,1,1,4,1,8,465,253,286,32,76.0,13.0,5.0,29,5,8.444444444,1,7.0,2.4475524475524475
1537,1,1,2,1,8,797,367,396,39,53.0,10.0,6.0,30,2,5.8888888889999995,1,10.0,2.525252525252525
1538,1,1,5,1,8,969,482,493,38,56.0,7.0,5.0,31,4,5.090909091,1,5.0,1.0141987829614605
1539,1,1,4,0,3,531,250,270,74,476.0,50.0,10.0,32,4,21.63636364,1,25.0,9.25925925925926
1544,0,1,2,1,8,589,361,383,47,70.0,7.0,5.0,30,10,5.384615385,1,5.0,1.3054830287206265
1545,1,1,4,1,6,1330,468,666,37,130.0,20.0,15.0,31,5,14.44444444,1,13.0,1.951951951951952
1546,1,1,5,0,8,2351,604,589,61,280.0,25.0,10.0,31,3,15.55555556,1,5.0,0.8488964346349746
1547,1,1,4,1,8,241,163,149,39,92.5,10.0,3.0,32,0,3.425925926,1,3.0,2.013422818791946
1548,1,1,4,1,4,2122,376,419,42,50.0,20.0,20.0,37,2,12.5,1,20.0,4.77326968973747
1549,0,1,2,1,3,482,324,372,73,160.0,9.0,9.0,28,9,6.4,1,6.0,1.6129032258064515
1551,0,1,7,0,7,994,366,325,69,224.0,15.0,13.0,37,4,10.66666667,1,13.0,4.0
1553,1,1,4,1,2,2334,545,553,57,158.0,18.0,6.0,28,15,12.15384615,1,12.0,2.1699819168173597
1560,1,1,5,0,6,688,295,347,55,92.0,25.0,25.0,21,19,13.14285714,1,20.0,5.763688760806916
1564,1,1,4,1,8,463,189,236,25,43.0,14.0,14.0,31,2,8.6,1,11.0,4.661016949152542
1565,0,1,5,1,9,860,374,417,64,155.0,20.0,20.0,28,4,8.157894737000001,1,15.0,3.597122302158273
1566,1,1,5,1,9,1228,625,660,81,259.0,50.0,11.0,35,10,8.931034483,1,10.0,1.5151515151515151
1567,0,1,1,0,3,573,357,362,129,398.0,25.0,25.0,18,0,12.4375,1,15.0,4.143646408839778
1568,1,1,4,0,8,2994,332,392,17,32.0,12.0,12.0,31,1,10.66666667,1,10.0,2.5510204081632653
1569,1,1,4,1,3,942,278,322,66,83.0,10.0,10.0,33,11,6.916666667,1,12.0,3.7267080745341614
1570,1,1,4,1,8,775,224,254,32,36.0,10.0,10.0,30,9,6.0,1,10.0,3.937007874015748
1572,1,1,2,0,3,979,304,335,84,261.0,15.0,3.0,29,4,4.278688525,1,3.0,0.8955223880597015
1574,0,1,5,1,2,832,450,491,53,98.0,10.0,10.0,28,4,5.764705882,1,10.0,2.0366598778004072
1575,1,1,4,1,8,559,349,386,39,41.0,10.0,9.0,30,1,8.2,1,9.0,2.33160621761658
1579,1,1,5,0,8,948,571,571,27,46.0,10.0,9.0,28,5,9.2,1,9.0,1.5761821366024518
1582,1,1,4,0,8,1140,401,413,62,77.0,7.0,5.0,30,8,5.133333333,1,10.0,2.4213075060532687
1586,1,1,4,0,2,748,298,409,70,101.0,18.0,14.0,31,4,11.22222222,1,16.0,3.9119804400977993
1590,1,1,4,0,8,4080,627,734,79,184.0,12.0,7.0,31,4,7.076923077000001,1,6.0,0.8174386920980926
1591,1,1,7,1,8,1228,430,453,77,719.0,45.0,19.0,32,2,19.43243243,1,25.0,5.518763796909492
1592,1,1,2,1,1,1376,336,362,63,120.0,10.0,5.0,28,3,5.714285714,1,7.0,1.9337016574585635
1594,1,1,3,0,8,1490,664,735,26,67.0,12.0,12.0,30,8,9.571428571,1,20.0,2.7210884353741496
1595,1,1,5,0,8,2071,846,868,55,130.0,15.0,12.0,19,5,11.81818182,1,12.0,1.3824884792626728
1596,0,1,3,1,8,530,230,365,68,165.0,10.0,10.0,37,11,9.705882353,1,10.0,2.73972602739726
1597,1,1,4,1,8,1237,398,386,48,45.0,6.0,3.0,31,12,4.090909091,1,3.0,0.7772020725388601
1598,1,1,5,1,8,843,413,442,28,61.0,25.0,25.0,34,8,20.33333333,1,28.0,6.334841628959276
1600,1,1,7,0,8,887,371,431,24,40.0,10.0,10.0,31,6,10.0,1,10.0,2.320185614849188
1601,1,1,5,0,8,399,271,295,53,107.0,14.0,12.0,31,3,10.7,1,19.0,6.440677966101695
1603,1,1,2,1,6,434,258,301,66,120.0,15.0,15.0,30,4,10.0,1,15.0,4.983388704318937
1605,1,1,4,1,8,560,315,335,28,33.0,10.0,7.0,35,2,6.6,1,50.0,14.925373134328357
1607,1,1,4,1,4,1209,408,450,50,98.0,13.0,11.0,37,13,9.8,1,5.0,1.1111111111111112
1608,1,1,4,1,8,852,288,324,24,35.0,5.0,4.0,33,2,4.375,1,4.0,1.2345679012345678
1610,1,1,4,1,8,767,286,327,37,50.0,15.0,15.0,33,8,12.5,1,15.0,4.587155963302752
1611,1,1,5,1,8,2395,407,440,20,36.0,21.0,21.0,30,7,18.0,1,20.0,4.545454545454546
1612,1,1,1,1,8,299,157,158,24,49.0,10.0,7.0,36,13,6.125,1,8.0,5.063291139240507
1616,1,1,5,1,2,1348,280,356,64,143.0,16.0,15.0,28,13,8.411764706,1,7.0,1.9662921348314606
1618,1,1,4,1,8,410,249,282,62,91.0,15.0,15.0,31,26,9.1,1,14.0,4.964539007092199
1621,1,1,5,1,9,2491,683,762,83,282.0,20.0,11.0,34,8,11.28,1,11.0,1.4435695538057742
1629,1,1,2,1,8,432,221,251,25,38.0,8.0,5.0,29,2,5.428571429,1,5.0,1.9920318725099602
1635,1,1,5,1,8,1513,502,604,49,63.0,25.0,25.0,36,15,7.875,1,10.0,1.6556291390728477
1636,1,1,4,1,8,661,414,450,64,97.0,25.0,5.0,28,6,6.928571429,1,5.0,1.1111111111111112
1640,1,1,4,0,8,613,353,373,25,35.0,10.0,10.0,31,11,8.75,1,10.0,2.680965147453083
1641,1,1,7,1,8,1293,512,570,23,26.0,8.0,6.0,28,3,5.2,1,7.0,1.2280701754385965
1642,1,1,4,1,6,1040,445,466,50,151.0,26.0,26.0,33,9,9.4375,1,10.0,2.1459227467811157
1644,1,1,5,1,7,594,339,352,65,145.0,10.0,10.0,29,3,6.904761905,1,8.0,2.272727272727273
1645,0,1,3,1,2,439,261,298,53,141.0,12.0,10.0,28,3,8.294117647,1,10.0,3.3557046979865772
1647,0,1,5,0,6,769,434,548,55,60.0,15.0,15.0,36,12,10.0,1,20.0,3.64963503649635
1649,1,1,6,0,8,1020,511,552,46,103.0,15.0,15.0,19,1,11.44444444,1,15.0,2.717391304347826
1652,1,1,4,0,8,937,394,463,32,35.0,10.0,10.0,30,15,8.75,1,10.0,2.159827213822894
1654,1,1,3,1,8,646,450,471,73,135.0,18.0,11.0,30,26,8.4375,1,10.0,2.1231422505307855
1658,0,1,1,0,8,681,292,302,31,39.0,5.0,3.0,30,3,3.545454546,1,3.0,0.9933774834437087
1661,1,1,2,1,8,401,329,291,36,106.0,15.0,10.0,35,5,10.6,1,11.0,3.7800687285223367
1665,1,1,2,1,8,831,295,382,56,46.0,5.0,3.0,31,7,2.7058823530000002,1,3.0,0.7853403141361256
1666,1,1,2,1,8,347,308,317,12,15.0,15.0,15.0,33,5,15.0,1,21.0,6.624605678233439
1672,1,1,5,1,8,4064,1469,1183,20,18.0,15.0,15.0,34,7,9.0,1,15.0,1.267962806424345
1673,0,1,2,1,6,408,338,359,65,132.0,12.0,11.0,29,3,7.764705882,1,13.0,3.6211699164345403
1675,1,1,4,0,8,770,374,461,23,36.0,11.0,11.0,28,2,9.0,1,15.0,3.2537960954446854
1677,1,1,4,1,9,1743,649,831,38,40.0,15.0,15.0,37,12,10.0,1,3.0,0.36101083032490977
1678,1,1,4,1,8,325,282,304,33,72.0,6.0,4.0,29,6,3.6,1,5.0,1.644736842105263
1679,1,1,7,0,9,5413,787,781,58,68.0,15.0,15.0,34,3,8.5,1,15.0,1.9206145966709345
1680,1,1,4,1,6,557,353,371,78,181.0,15.0,10.0,37,7,8.619047619,1,10.0,2.6954177897574128
1681,1,1,2,1,8,957,176,241,19,40.0,9.0,7.0,28,4,6.666666667,1,7.0,2.904564315352697
1683,1,1,3,1,0,529,256,269,56,110.0,21.0,10.0,28,8,12.22222222,1,10.0,3.717472118959108
1684,1,1,5,1,0,286,150,163,74,327.0,10.0,10.0,31,14,7.604651163,1,8.0,4.9079754601226995
1686,1,1,4,0,9,1343,644,704,43,125.0,30.0,25.0,31,36,25.0,1,25.0,3.5511363636363638
1687,1,1,4,0,1,2070,533,559,58,340.0,16.0,5.0,31,2,11.72413793,1,15.0,2.6833631484794274
1689,1,1,5,0,7,1373,463,493,65,110.0,10.0,5.0,29,27,7.857142857,1,5.0,1.0141987829614605
1690,1,1,4,1,9,2460,729,764,131,247.0,10.0,5.0,33,2,4.75,1,5.0,0.6544502617801047
1691,1,1,2,1,7,938,394,435,74,89.0,10.0,10.0,29,4,5.5625,1,11.0,2.528735632183908
1692,1,1,6,1,9,3549,808,867,100,265.0,10.0,5.0,31,6,6.162790697999999,1,5.0,0.5767012687427913
1693,1,1,6,1,2,1298,798,825,61,141.0,9.0,6.0,29,4,6.409090909,1,10.0,1.2121212121212122
1696,1,1,3,0,8,2732,572,618,24,33.0,10.0,6.0,28,2,6.6,1,8.0,1.2944983818770228
1698,1,1,4,0,8,1667,169,269,36,66.0,7.0,5.0,30,2,5.5,1,7.0,2.6022304832713754
1699,1,1,4,1,8,1614,293,322,27,70.0,25.0,25.0,32,8,23.33333333,1,35.0,10.869565217391305
1703,0,1,3,1,8,618,366,391,30,54.0,10.0,10.0,31,2,9.0,1,10.0,2.557544757033248
1705,0,1,1,1,5,595,324,407,65,77.0,15.0,15.0,30,15,9.625,1,15.0,3.6855036855036856
1706,1,1,5,1,7,766,365,446,60,97.0,16.0,15.0,37,3,9.7,1,15.0,3.3632286995515694
1708,1,1,6,1,8,693,479,486,35,41.0,6.0,6.0,33,4,5.125,1,5.0,1.02880658436214
1710,1,1,5,1,8,665,363,412,61,87.0,12.0,12.0,31,8,7.25,1,17.0,4.12621359223301
1712,1,1,4,1,8,564,283,340,23,33.0,20.0,10.0,34,4,11.0,1,25.0,7.352941176470589
1713,1,1,1,0,8,674,401,433,80,149.0,8.0,5.0,30,4,5.518518519,1,5.0,1.1547344110854503
1714,1,1,1,1,8,793,306,368,21,30.0,20.0,20.0,37,5,15.0,1,30.0,8.152173913043478
1715,0,1,5,0,8,1913,575,682,79,286.0,20.0,12.0,31,7,10.21428571,1,10.0,1.466275659824047
1716,1,1,7,1,9,1503,697,741,39,45.0,15.0,15.0,29,12,9.0,1,15.0,2.0242914979757085
1718,0,1,2,0,8,1684,507,551,24,33.0,20.0,20.0,37,8,16.5,1,25.0,4.537205081669692
1720,1,1,4,1,8,1274,583,629,20,50.0,50.0,50.0,37,5,50.0,1,100.0,15.89825119236884
1722,1,1,4,0,8,1179,654,692,43,41.0,6.0,3.0,28,7,4.555555556,1,5.0,0.7225433526011561
1725,1,1,1,0,7,586,318,334,100,236.0,18.0,10.0,31,17,11.8,1,10.0,2.9940119760479043
1728,1,1,6,1,7,1127,384,560,85,419.0,18.0,13.0,32,0,8.729166667000001,1,12.0,2.142857142857143
1730,1,1,5,1,8,1901,403,418,32,29.0,5.0,4.0,29,5,4.1428571430000005,1,4.0,0.9569377990430622
1731,1,1,4,1,8,517,287,327,36,140.0,50.0,15.0,37,4,12.72727273,1,15.0,4.587155963302752
1732,1,1,4,0,1,537,275,306,70,91.0,7.0,5.0,17,10,4.333333333,1,4.0,1.3071895424836601
1736,1,1,4,1,4,1593,352,408,77,203.0,15.0,9.0,37,2,6.548387097000001,1,15.0,3.6764705882352944
1737,0,1,3,1,8,707,347,377,39,52.0,15.0,15.0,28,7,10.4,1,10.0,2.6525198938992043
1738,1,1,4,1,8,1383,213,272,48,733.0,250.0,219.0,19,6,122.16666670000001,1,95.0,34.92647058823529
1739,1,1,3,0,8,465,297,340,15,15.0,15.0,15.0,37,5,15.0,1,5.0,1.4705882352941175
1742,1,1,4,1,8,501,243,266,15,20.0,20.0,20.0,36,5,20.0,1,20.0,7.518796992481203
1744,1,1,6,1,6,1676,452,464,54,60.0,7.0,5.0,35,2,4.615384615,1,5.0,1.0775862068965518
1746,0,1,3,1,8,537,248,307,26,92.0,25.0,15.0,31,1,15.33333333,1,10.0,3.257328990228013
1748,1,1,4,1,8,474,279,321,36,43.0,12.0,12.0,31,11,7.166666667,1,10.0,3.115264797507788
1753,1,1,4,1,8,790,409,457,44,82.0,10.0,9.0,30,12,7.454545455,1,11.0,2.4070021881838075
1755,1,1,7,1,8,4513,338,331,74,146.0,20.0,11.0,31,2,9.125,1,10.0,3.0211480362537766
1758,1,1,6,0,4,487,305,326,41,107.0,17.0,16.0,36,18,10.7,1,16.0,4.9079754601226995
1764,1,1,5,1,8,1303,589,596,36,32.0,5.0,4.0,29,4,4.0,1,12.5,2.097315436241611
1765,1,1,5,0,8,3614,423,514,44,55.0,25.0,25.0,36,4,18.33333333,1,35.0,6.809338521400778
1766,1,1,1,0,8,484,252,276,70,119.0,6.0,4.0,31,5,3.9666666669999997,1,5.0,1.8115942028985508
1767,1,1,5,1,3,547,324,346,63,100.0,10.0,10.0,36,2,5.263157895,1,10.0,2.8901734104046244
1768,1,1,4,0,8,417,255,277,25,35.0,10.0,10.0,29,4,8.75,1,20.0,7.2202166064981945
1771,1,1,2,1,8,849,422,439,71,87.0,6.0,5.0,30,3,4.35,1,5.0,1.1389521640091116
1772,1,1,2,0,8,660,353,387,24,38.0,11.0,11.0,32,5,9.5,1,11.0,2.842377260981912
1773,1,1,4,1,0,698,332,386,77,141.0,10.0,10.0,28,3,7.421052632,1,5.0,1.2953367875647668
1774,1,1,1,1,2,318,213,233,60,227.01,15.0,6.0,30,5,8.731153846,1,7.0,3.004291845493562
1776,1,1,5,1,5,1219,244,280,58,225.0,15.0,15.0,31,3,7.75862069,1,15.0,5.357142857142857
1778,1,1,4,1,1,455,243,293,94,168.0,10.0,7.0,33,4,6.461538462,1,6.0,2.04778156996587
1779,0,1,5,1,8,270,208,258,19,35.0,20.0,10.0,34,4,11.66666667,1,20.0,7.751937984496124
1782,1,1,5,0,7,507,407,445,60,90.0,15.0,15.0,32,12,7.5,1,15.0,3.3707865168539324
1787,0,1,1,0,3,514,249,281,51,85.0,6.0,4.0,29,3,4.25,1,4.0,1.4234875444839856
1790,0,1,1,0,0,315,238,256,62,171.0,20.0,20.0,37,26,17.1,1,20.0,7.8125
1796,1,1,5,0,5,349,133,210,62,140.0,9.0,6.0,30,12,6.3636363639999995,1,6.0,2.857142857142857
1797,1,1,7,1,7,1808,515,581,56,108.0,8.0,7.0,30,5,5.684210526,1,7.0,1.2048192771084338
1798,1,1,2,1,3,350,292,299,56,169.0,12.0,10.0,36,5,8.894736842,1,10.0,3.3444816053511706
1801,0,1,5,0,8,456,320,327,30,41.0,11.0,10.0,30,4,8.2,1,8.0,2.4464831804281344
1802,0,1,2,0,2,575,293,334,58,161.0,20.0,14.0,31,4,13.41666667,1,20.0,5.9880239520958085
1805,0,1,1,0,3,468,309,341,67,115.0,15.0,15.0,34,26,11.5,1,15.0,4.398826979472141
1806,0,1,1,1,8,1244,524,603,37,50.0,6.0,6.0,29,5,4.166666667,1,5.0,0.8291873963515755
1807,1,1,4,1,8,567,301,345,28,133.0,25.0,20.0,29,1,14.77777778,1,20.0,5.797101449275362
1808,0,1,7,0,8,1614,474,544,37,42.0,10.0,7.0,29,9,7.0,1,10.0,1.8382352941176472
1810,1,1,4,0,6,980,495,594,79,304.0,25.0,13.0,34,4,10.13333333,1,13.0,2.1885521885521886
1811,1,1,2,0,8,1077,516,655,41,38.5,10.0,5.0,28,3,4.277777778,1,5.0,0.7633587786259541
1813,1,1,5,1,8,0,0,0,34,42.0,12.0,8.0,29,5,5.25,1,5.0,inf
1815,1,1,2,0,8,2405,478,499,44,45.0,7.0,5.0,28,1,3.214285714,1,3.0,0.6012024048096193
1816,1,1,3,0,8,724,345,382,66,137.0,12.0,12.0,32,2,7.6111111110000005,1,11.0,2.8795811518324608
1819,1,1,4,0,9,2278,338,493,52,75.0,12.0,12.0,30,16,9.375,1,10.0,2.028397565922921
1821,1,1,5,1,8,1573,409,487,38,35.0,10.0,5.0,29,4,5.833333333,1,5.0,1.0266940451745379
1823,1,1,5,1,8,726,515,539,63,159.0,15.0,15.0,30,3,9.9375,1,12.0,2.2263450834879404
1824,0,1,6,1,8,2704,736,870,60,55.0,5.0,5.0,28,2,3.0555555560000003,1,4.0,0.45977011494252873
1825,1,1,4,1,0,209,181,209,67,74.0,7.0,7.0,31,9,4.352941177,1,12.0,5.741626794258373
1830,0,1,2,1,4,2688,367,449,67,121.0,12.0,12.0,36,0,8.642857142999999,1,15.0,3.34075723830735
1831,1,1,4,1,2,1040,342,367,63,104.0,10.0,10.0,29,6,6.933333332999999,1,10.0,2.7247956403269753
1833,1,1,5,0,8,279,323,308,27,44.0,20.0,12.0,29,5,11.0,1,19.0,6.1688311688311686
1835,1,1,4,1,8,753,258,326,30,43.0,12.0,10.0,33,10,10.75,1,15.0,4.601226993865031
1836,0,1,1,1,8,1116,484,495,62,135.0,11.0,6.0,31,13,7.941176471,1,7.0,1.4141414141414141
1838,1,1,7,0,9,4122,910,947,61,77.0,7.0,5.0,28,1,5.133333333,1,6.0,0.6335797254487857
1842,1,1,4,1,0,774,182,253,64,121.5,13.0,8.0,29,11,7.59375,1,5.0,1.9762845849802373
1844,1,1,3,0,8,609,386,397,45,114.0,17.0,15.0,24,8,11.4,1,14.0,3.5264483627204033
1845,1,1,4,0,8,571,228,287,29,30.0,6.0,5.0,31,3,5.0,1,5.0,1.7421602787456445
1847,0,1,1,1,8,316,207,235,63,65.0,15.0,5.0,29,12,5.909090909,1,10.0,4.25531914893617
1849,1,1,7,0,8,660,318,375,60,120.0,25.0,25.0,33,3,7.5,1,25.0,6.666666666666667
1852,1,1,4,0,1,649,245,361,43,77.0,25.0,10.0,28,18,15.4,1,15.0,4.1551246537396125
1853,0,1,3,1,8,297,252,290,26,35.0,10.0,10.0,29,2,5.833333333,1,6.0,2.0689655172413794
1855,1,1,4,0,9,5575,835,867,66,128.0,13.0,12.0,31,9,9.846153846,1,10.0,1.1534025374855825
1856,0,1,4,1,8,547,375,375,24,33.0,10.0,7.0,29,4,5.5,1,6.0,1.6
1858,1,1,5,1,3,694,303,370,37,59.0,12.0,10.0,30,8,8.428571429,1,8.0,2.1621621621621623
1859,1,1,4,1,7,713,479,473,47,78.0,10.0,6.0,29,8,7.090909091,1,10.0,2.1141649048625792
1868,1,1,4,1,8,591,296,344,27,57.0,13.0,12.0,28,9,11.4,1,11.0,3.1976744186046515
1869,1,1,4,1,6,1242,425,500,73,153.0,10.0,10.0,37,6,6.375,1,10.0,2.0
1870,0,1,4,1,8,462,272,312,24,47.0,11.0,10.0,30,4,9.4,1,10.0,3.205128205128205
1871,1,1,4,1,9,2340,634,738,40,111.0,20.0,12.0,31,4,11.1,1,11.0,1.4905149051490514
1872,1,1,5,0,8,563,334,345,27,36.0,10.0,10.0,32,6,7.2,1,11.0,3.1884057971014492
1873,1,1,4,1,0,555,399,395,81,199.0,13.0,6.0,30,3,6.862068966,1,13.0,3.2911392405063293
1874,1,1,5,1,8,487,310,339,47,48.0,8.0,5.0,30,30,4.8,1,6.0,1.7699115044247788
1875,1,1,5,1,2,2836,304,447,78,241.0,10.0,5.0,31,4,5.127659575,1,10.0,2.237136465324385
1876,0,1,2,1,8,308,273,329,24,41.0,7.0,5.0,30,2,5.125,1,5.0,1.5197568389057752
1877,0,1,4,0,6,490,302,346,53,90.0,5.0,5.0,31,4,5.0,1,5.0,1.4450867052023122
1878,0,1,2,1,8,754,275,342,24,31.0,6.0,6.0,32,2,5.166666667,1,7.0,2.046783625730994
1879,1,1,3,0,1,519,230,279,46,111.0,15.0,12.0,28,10,11.1,1,25.0,8.960573476702509
1880,1,1,4,1,0,642,0,0,130,296.0,25.0,10.0,17,2,10.96296296,1,15.0,inf
1882,1,1,5,0,8,632,510,547,46,74.0,14.0,14.0,32,9,12.33333333,1,15.0,2.742230347349177
1883,1,1,4,0,4,524,273,348,81,177.0,17.0,8.0,31,4,6.555555556,1,5.0,1.4367816091954022
1884,0,1,7,0,8,436,220,252,17,25.0,25.0,25.0,37,5,25.0,1,20.0,7.936507936507936
1891,0,1,3,1,3,998,424,486,60,118.0,21.0,21.0,37,7,10.72727273,1,21.0,4.320987654320987
1892,1,1,4,0,8,1616,604,662,62,80.0,8.0,6.0,32,13,5.714285714,1,6.0,0.906344410876133
1896,1,1,4,0,8,359,308,297,23,56.0,12.0,12.0,29,4,11.2,1,17.0,5.723905723905724
1900,1,1,4,1,8,2102,316,374,50,94.0,20.0,19.0,26,3,15.66666667,1,20.0,5.347593582887701
1902,1,1,5,0,8,1620,613,709,52,70.0,25.0,20.0,37,27,17.5,1,10.0,1.4104372355430184
1904,0,1,3,0,2,490,281,312,65,113.0,11.0,10.0,31,3,7.533333333,1,5.0,1.6025641025641024
1909,1,1,4,1,8,1043,246,303,17,20.0,20.0,20.0,37,5,20.0,1,20.0,6.6006600660066
1911,1,1,4,1,9,1318,494,587,62,112.0,20.0,20.0,36,26,14.0,1,10.0,1.7035775127768313
1912,1,1,4,0,6,1383,287,382,45,108.0,15.0,3.0,18,3,6.75,1,5.0,1.3089005235602094
1913,1,1,4,1,7,848,403,455,68,130.0,5.0,5.0,30,6,3.939393939,1,5.0,1.098901098901099
1923,0,1,6,0,1,1663,347,399,92,894.0,40.0,20.0,31,9,27.09090909,1,25.0,6.265664160401002
1927,1,1,4,1,6,641,399,410,69,135.0,15.0,10.0,37,10,7.941176471,1,10.0,2.4390243902439024
1929,1,1,5,1,8,1527,347,372,16,25.0,25.0,25.0,36,5,25.0,1,20.0,5.376344086021505
1932,1,1,5,1,6,346,370,368,84,112.0,20.0,12.0,30,3,14.0,1,15.0,4.076086956521739
1933,1,1,4,1,8,1374,469,496,52,117.0,25.0,25.0,29,3,16.71428571,1,22.0,4.435483870967742
1934,1,1,5,1,8,479,301,341,28,29.0,7.0,7.0,30,9,5.8,1,6.0,1.7595307917888565
1936,1,1,5,0,8,799,423,469,27,30.0,20.0,10.0,30,7,15.0,1,25.0,5.330490405117271
1937,1,1,6,1,8,405,215,265,20,30.0,20.0,20.0,31,6,15.0,1,15.0,5.660377358490567
1941,0,1,2,1,8,707,386,430,53,85.0,14.0,14.0,31,4,7.083333333,1,15.0,3.488372093023256
1943,0,1,5,0,5,347,186,219,42,45.0,7.0,4.0,32,8,4.5,1,5.0,2.28310502283105
1944,0,1,2,1,1,659,206,250,84,291.0,15.0,8.0,32,0,8.818181818,1,10.0,4.0
1948,1,1,5,1,4,979,353,439,73,126.0,12.0,12.0,33,7,7.875,1,10.0,2.277904328018223
1949,1,1,4,0,6,737,425,445,68,228.0,25.0,25.0,17,16,16.28571429,1,20.0,4.49438202247191
1951,1,1,5,1,8,625,334,361,24,34.0,11.0,11.0,32,4,8.5,1,9.0,2.4930747922437675
1952,0,1,2,1,1,406,161,207,44,66.0,10.0,10.0,28,10,8.25,1,10.0,4.830917874396135
1959,1,1,3,1,8,831,378,392,50,98.0,5.0,5.0,29,7,3.1612903230000002,1,3.0,0.7653061224489796
1960,1,1,2,1,2,423,227,279,89,368.0,25.0,21.0,22,8,15.33333333,1,20.0,7.168458781362006
1962,1,1,2,1,6,1011,426,455,147,464.0,14.0,7.0,30,4,8.285714286000001,1,10.0,2.197802197802198
1964,1,1,4,0,7,836,414,410,69,295.0,26.0,15.0,28,5,19.66666667,1,23.0,5.609756097560976
1965,1,1,4,0,8,1157,288,473,16,23.0,11.0,11.0,28,5,7.666666667,1,11.0,2.3255813953488373
1967,0,1,7,0,8,455,388,546,37,45.0,20.0,20.0,37,2,11.25,1,20.0,3.6630036630036633
1972,0,1,3,1,8,357,181,178,12,20.0,20.0,20.0,31,5,20.0,1,5.0,2.8089887640449436
1978,1,1,4,1,9,5552,1051,981,55,139.0,10.0,5.0,32,2,5.346153846,1,5.0,0.509683995922528
1979,0,1,2,0,4,517,240,253,80,176.0,13.0,11.0,35,5,8.0,1,11.0,4.3478260869565215
1980,1,1,4,1,8,671,308,347,31,45.0,6.0,6.0,31,1,5.0,1,3.0,0.8645533141210375
1981,1,1,4,1,8,1335,296,362,27,45.0,10.0,10.0,31,11,7.5,1,10.0,2.7624309392265194
1984,0,1,2,1,1,639,274,343,46,65.0,12.0,10.0,29,1,7.222222222,1,13.0,3.7900874635568513
1985,1,1,4,1,8,2566,835,905,27,42.0,15.0,12.0,31,6,10.5,1,10.0,1.1049723756906076
1986,1,1,4,1,7,1040,363,441,67,433.0,31.0,31.0,37,6,15.46428571,1,25.0,5.6689342403628125
1989,1,1,2,0,5,2395,407,440,84,284.0,15.0,10.0,30,3,8.875,1,15.0,3.4090909090909087
1990,0,1,1,1,3,592,285,297,43,69.0,15.0,15.0,28,13,9.857142857000001,1,15.0,5.05050505050505
1997,1,1,7,0,8,4620,762,811,17,25.0,25.0,25.0,37,5,25.0,1,25.0,3.082614056720099
2001,1,1,4,1,8,380,197,236,15,15.0,15.0,15.0,37,5,15.0,1,15.0,6.3559322033898304
2002,0,1,2,0,8,502,265,323,31,104.0,14.0,14.0,29,2,8.666666667000001,1,9.0,2.786377708978328
2003,1,1,7,1,6,790,348,403,66,135.59,16.59,10.0,31,3,9.685,1,5.0,1.240694789081886
2004,1,1,5,1,8,1675,382,408,49,65.0,8.0,6.0,32,4,5.0,1,4.0,0.9803921568627451
2005,1,1,5,1,8,1732,430,539,37,54.0,7.0,7.0,32,2,5.4,1,6.0,1.1131725417439702
2006,1,1,5,1,8,382,256,289,35,77.0,10.0,10.0,32,6,7.7,1,10.0,3.4602076124567476
2007,1,1,4,1,6,2479,319,401,91,186.0,17.0,14.0,18,7,11.625,1,10.0,2.493765586034913
2011,0,1,4,1,8,748,280,357,16,20.0,20.0,20.0,32,5,20.0,1,15.0,4.201680672268908
2012,1,1,6,0,8,3814,462,526,34,160.0,80.0,80.0,37,19,80.0,1,50.0,9.505703422053232
2017,1,1,7,1,9,1825,599,702,54,111.0,25.0,22.0,33,9,18.5,1,28.0,3.9886039886039883
2018,1,1,4,1,8,826,469,543,113,632.0,25.0,15.0,17,3,13.73913044,1,20.0,3.683241252302026
2022,0,1,2,1,8,798,430,447,43,70.0,10.0,5.0,31,7,5.833333333,1,5.0,1.1185682326621924
2023,1,1,2,1,8,353,235,263,35,47.0,5.0,2.0,30,3,2.764705882,1,3.0,1.1406844106463878
2024,1,1,2,0,8,1499,479,577,67,216.0,31.0,31.0,31,5,18.0,1,20.0,3.466204506065858
2026,1,1,4,1,7,2684,408,550,57,99.0,26.0,26.0,33,12,16.5,1,50.0,9.090909090909092
2029,1,1,4,1,8,507,313,336,48,63.0,6.0,6.0,29,1,4.5,1,7.0,2.083333333333333
2032,1,1,4,1,6,468,218,264,89,281.0,40.0,40.0,28,3,10.40740741,1,50.0,18.939393939393938
2033,1,1,3,1,8,4675,981,987,33,77.0,25.0,23.0,34,6,19.25,1,25.0,2.532928064842958
2034,1,1,4,1,8,1087,597,636,56,186.0,100.0,5.0,26,4,18.6,1,10.0,1.5723270440251573
2035,0,1,2,1,8,728,406,436,30,35.0,6.0,5.0,35,3,5.0,1,5.0,1.146788990825688
